브랜드,상품명,가격,가격대,옵션명,옵션혜택,리뷰내용,정제리뷰,키워드토큰문자열,리뷰평점,도움돼요구간,도움돼요점수,사진여부,리뷰글자수,리뷰단어수,리뷰군집,페르소나,주요관심사,대표키워드,메시지 방향,긍정신호여부,부정신호여부,쿨링감언급여부,향언급여부,두피언급여부,자극언급여부,가격구성언급여부,강한쿨링긍정여부,쿨링지속긍정여부,쿨링지속아쉬움여부,약한쿨링부족여부,민감자극회피여부
클로란,[지성두피 & 쿨링] 클로란 아쿠아민트 딥클렌징 쿨링 샴푸 400ml,16900,1만원대,옵션 없음,단품,😚😚😚개인적으로 깻잎향이라 느껴졌어요ㅋㅋㅋㅋㅋ 흔하게 맡던 민트향이랑 조금 다른 느낌ㅇㅣ었습니다 진짜 좋은 깻잎향느낌ㅋㅌㅋ ✔샴푸할때 두피 시원한데 그렇게 시원한 느낌 아니고 그냥그럭저럭헤요. 물로 다헹궈내면 시원한 느낌 하나두 없어요. 두피화한 느낌도 없어요 두피 건강에도 좋을 것 같습니다 ✔간지러움증에 정말 좋다. 이런 느낌은 아녔는데 확실히 다른 제품보다는 효과가 좋아요. 샴푸 듬뿍하세요. ✔거품이 풍성한 편은 아닌데 그렇다고 부족한 느낌도 아녔어요ㅡ 거품 적다싶으면 처음부터 손으로 뭉게뭉게하시고 하고 아니면 샴푸량을 조금 더 늘려보세요 ✔두피자극 없었고 민감성한테도 괜찮을 것 같습니다. ✔디자인이 개인적으로 제 취향이 아니예요. 너무 이국적임.. 디자인이 좀더 세련되게 바뀌면 좋을 것 같아요 ✔용액이 그리 묽진 않아요ㅡ 앰플보다 덜 묽은느낌? 되직한 것 보다 좋아요,개인적으로 깻잎향이라 느껴졌어요 흔하게 맡던 민트향이랑 조금 다른 느낌 었습니다 진짜 좋은 깻잎향느낌 샴푸할때 두피 시원한데 그렇게 시원한 느낌 아니고 그냥그럭저럭헤요 물로 다헹궈내면 시원한 느낌 하나두 없어요 두피화한 느낌도 없어요 두피 건강에도 좋을 것 같습니다 간지러움증에 정말 좋다 이런 느낌은 아녔는데 확실히 다른 제품보다는 효과가 좋아요 샴푸 듬뿍하세요 거품이 풍성한 편은 아닌데 그렇다고 부족한 느낌도 아녔어요 거품 적다싶으면 처음부터 손으로 뭉게뭉게하시고 하고 아니면 샴푸량을 조금 더 늘려보세요 두피자극 없었고 민감성한테도 괜찮을 것 같습니다 디자인이 개인적으로 제 취향이 아니예요 너무 이국적임 디자인이 좀더 세련되게 바뀌면 좋을 것 같아요 용액이 그리 묽진 않아요 앰플보다 덜 묽은느낌 되직한 것 보다 좋아요,"개인적, 깻잎향, 느껴졌, 흔하게, 맡던, 민트향이랑, 다른, 깻잎향느낌, 샴푸할때, 시원한데, 그렇게, 시원한, 아니고, 그냥그럭저럭헤요, 다헹궈내면, 시원한, 하나두, 두피화한, 건강, 간지러움증, 좋다, 이런, 아녔, 확실히, 다른, 제품보다, 듬뿍하세요, 거품, 풍성한, 아닌데, 그렇다고, 부족한, 아녔, 거품, 적다싶으면, 뭉게뭉게하시고, 아니면, 샴푸량, 늘려보세요, 두피자극, 없었고, 민감성한테, 괜찮, 디자인, 개인적, 취향, 아니예요, 이국적임, 디자인, 좀더, 세련되게, 바뀌면, 용액, 그리, 묽진, 앰플, 묽은느낌, 되직한",4,보통,2,True,437,97,2,세정감 꼼꼼 확인형,세정/거품,"거품, 세정력, 풍성하게, 샴푸바, 나고, 나서, 풍성, 생각, 좋았, 세정, 오래, 꾸준히",풍성한 거품·세정력·감은 뒤 머릿결을 실제 사용 장면으로 보여주기,1,1,1,1,1,1,0,0,0,0,0,1
클로란,[지성두피 & 쿨링] 클로란 아쿠아민트 딥클렌징 쿨링 샴푸 400ml,16900,1만원대,옵션 없음,일반,두피에 열감도 많고 뾰루지도 나는 편이라서 두피 전문 샴푸에 관심이 많고 실제로 두피 전용 샴푸를 많이 사용하는 사람입니다ㅋㅋ 클로란은 피오니 샴푸 피오니 트리트먼트를 우연히 사용하게 되면서 알게 된 브랜드인데 피오니 라인 향도 좋고 해서 두피 관련 샴푸인 아쿠아 민트 라인도 사게 되었어요 향은 아쿠아민트에 어울리게 코를 박고 맡으면 민트 향에 약간의 레몬 향? 이 섞여 있는 느낌이에요!! 시원한 향이 기본 베이스인데 진하지 않고 금방 날아가서 향에 대한 호불호는 거의 없을 것 같아요 거품은 별로 안 나는 편입니다 그래서 샴푸를 많이 짜서 써야 해요 전 거품량은 별로 신경 안 쓰는데 거품 많이 내는 거 좋아하는 분들은 한 통 쓰는데 한 달도 안 걸릴 것 같아요ㅋㅋ!! 매일 머리 감는다면요!! 점성은 묽은 편이고 샴푸만 하면 좀 뻣뻣한 감이 있어요ㅋㅋ 샴푸만으로 부드러운 머릿결을 바라시는 분들께는 안 맞고 자극 없이 개운하게 머리 감는 거 좋아하거나 두피 관리하고 싶은 분들께는 추천해요!! 민트라고 화하게 시원한 느낌이 드는 건 아니지만 머리 감고 나면 개운해요 두피 열감도 덜한 것 같구요!! 4점 드립니다:),두피에 열감도 많고 뾰루지도 나는 편이라서 두피 전문 샴푸에 관심이 많고 실제로 두피 전용 샴푸를 많이 사용하는 사람입니다 클로란은 피오니 샴푸 피오니 트리트먼트를 우연히 사용하게 되면서 알게 된 브랜드인데 피오니 라인 향도 좋고 해서 두피 관련 샴푸인 아쿠아 민트 라인도 사게 되었어요 향은 아쿠아민트에 어울리게 코를 박고 맡으면 민트 향에 약간의 레몬 향 이 섞여 있는 느낌이에요 시원한 향이 기본 베이스인데 진하지 않고 금방 날아가서 향에 대한 호불호는 거의 없을 것 같아요 거품은 별로 안 나는 편입니다 그래서 샴푸를 많이 짜서 써야 해요 전 거품량은 별로 신경 안 쓰는데 거품 많이 내는 거 좋아하는 분들은 한 통 쓰는데 한 달도 안 걸릴 것 같아요 매일 머리 감는다면요 점성은 묽은 편이고 샴푸만 하면 좀 뻣뻣한 감이 있어요 샴푸만으로 부드러운 머릿결을 바라시는 분들께는 안 맞고 자극 없이 개운하게 머리 감는 거 좋아하거나 두피 관리하고 싶은 분들께는 추천해요 민트라고 화하게 시원한 느낌이 드는 건 아니지만 머리 감고 나면 개운해요 두피 열감도 덜한 것 같구요 4점 드립니다,"열감, 많고, 뾰루지, 전문, 관심, 많고, 실제, 전용, 사용하, 사람, 클로란, 피오니, 피오니, 트리트먼트, 우연히, 사용하게, 되면서, 알게, 브랜드인데, 피오니, 라인, 관련, 샴푸인, 아쿠아, 민트, 라인, 사게, 되었, 아쿠아민트, 어울리게, 박고, 맡으면, 민트, 레몬, 섞여, 느낌이에요, 시원한, 기본, 베이스인데, 진하지, 않고, 금방, 날아가서, 대한, 호불호, 거품, 짜서, 써야, 거품량, 신경, 거품, 좋아하, 분들, 걸릴, 매일, 감는다면요, 점성, 편이고, 샴푸만, 뻣뻣한, 샴푸만, 부드러운, 머릿결, 바라시, 분들께, 맞고, 개운하게, 좋아하거나, 관리, 분들께, 민트라고, 화하게, 시원한, 아니지만, 감고, 나면, 개운, 열감, 덜한, 4점, 드립니다",4,보통,2,True,572,153,3,두피 컨디션 관리형,두피/유분,"시원한, 머리카락, 이거, 거품, 탈모, 아베다, 하나, 쿨링샴푸, 후기, 분들, 사용하기, 나와서",두피 편안함·유분 케어·세정감을 기능적 근거와 함께 제시,1,1,1,1,1,1,0,0,0,1,0,1
클로란,[지성두피 & 쿨링] 클로란 아쿠아민트 딥클렌징 쿨링 샴푸 400ml,16900,1만원대,옵션 없음,일반,"저는 두피가민감한 타입이라 두피민감관련샴푸를주로사용합니다(탈모샴푸도한번씩써요) 개인적으로클로란제품을 많이사용해봤어요 분홍색라인의 피오니샴푸(가렵고 민감한 두피에 좋아요) 노란색라인의 시트러스샴푸 (지성두피 많이기름지고 떡지는 머리에추천!) 그외에도 헤어팩, 컨디셔너까지 두루두루사용해봤어요 사실두피딥클렌징을 만나기전에는 분홍색라인의제품을 가장즐겨썼고 좋아했어요! 순해서자극이없어요! 그런데조금쿨링감, 세정력, 시원한느낌을? 즐기고싶어 이제품구매하게됬어요!^^사실세정력, 거품, 이런건 클로란제품이 막엄청나다이정돈아니에요 다른샴푸랑비교했을때 무난해요 가성비템인거같아요! 무슨샴푸써야지모르겠고 할때 제일손이많이가는그런제품?인거같아요!^^ 💛총평💛 거품 세정 자극 모두보통! 무난하게쿨링감을느끼고싶으신분들ㄲㅔ추천합니당!^^",저는 두피가민감한 타입이라 두피민감관련샴푸를주로사용합니다 탈모샴푸도한번씩써요 개인적으로클로란제품을 많이사용해봤어요 분홍색라인의 피오니샴푸 가렵고 민감한 두피에 좋아요 노란색라인의 시트러스샴푸 지성두피 많이기름지고 떡지는 머리에추천 그외에도 헤어팩 컨디셔너까지 두루두루사용해봤어요 사실두피딥클렌징을 만나기전에는 분홍색라인의제품을 가장즐겨썼고 좋아했어요 순해서자극이없어요 그런데조금쿨링감 세정력 시원한느낌을 즐기고싶어 이제품구매하게됬어요 사실세정력 거품 이런건 클로란제품이 막엄청나다이정돈아니에요 다른샴푸랑비교했을때 무난해요 가성비템인거같아요 무슨샴푸써야지모르겠고 할때 제일손이많이가는그런제품 인거같아요 총평 거품 세정 자극 모두보통 무난하게쿨링감을느끼고싶으신분들 추천합니당,"두피가민감한, 타입, 두피민감관련샴푸를주로사용, 탈모샴푸도한번씩써요, 개인적으로클로란제품, 많이사용해봤, 분홍색라인, 피오니샴푸, 가렵고, 민감한, 노란색라인, 시트러스샴푸, 지성두피, 많이기름지고, 떡지, 머리에추천, 그외, 헤어팩, 컨디셔너, 두루두루사용해봤, 사실두피딥클렌징, 만나기전, 분홍색라인의제품, 가장즐겨썼고, 좋아, 순해서자극이없, 그런데조금쿨링감, 세정력, 시원한느낌, 즐기고싶어, 이제품구매하게됬, 사실세정력, 거품, 이런건, 클로란제품, 막엄청나다이정돈아니에요, 다른샴푸랑비교했을때, 무난, 가성비템인거같, 무슨샴푸써야지모르겠고, 할때, 제일손이많이가는그런제품, 인거같, 총평, 거품, 세정, 모두보통, 무난하게쿨링감을느끼고싶으신분들, 추천합니당",4,보통,2,True,401,48,2,세정감 꼼꼼 확인형,세정/거품,"거품, 세정력, 풍성하게, 샴푸바, 나고, 나서, 풍성, 생각, 좋았, 세정, 오래, 꾸준히",풍성한 거품·세정력·감은 뒤 머릿결을 실제 사용 장면으로 보여주기,1,1,1,0,1,1,1,0,0,0,0,1
클로란,[지성두피 & 쿨링] 클로란 아쿠아민트 딥클렌징 쿨링 샴푸 400ml,16900,1만원대,옵션 없음,일반,지성두피라 쉽게 기름지도 떡이되서 이것저것 여러가지 샴푸를 전전하다가 샘플 사용 기회가 있어서 우연히 사용해보고 본품 구입 하게되었습니다. 일반 샴푸들에 비해 가격대는 조금 있어서 부담스러웠지만 세정력과 두피 열감을 내려주는데는 좋은 상품인 것 같아서 구입했습니다. 일반 국산 샴푸는 대부분 펌핑 용기라 사용이 편리한데 펌프형이 아니라 다소 불편한 부분이 조금 아쉽네요. 그래도 세정력은 좋아서 샴푸 후 상쾌한 느낌이 지속됩니다. 단 건조한 편이라 트리트먼트나 린스는 필수 입니다. 향도 민트향이라 시원한데 향이 지속되는지는 모르겠내요 꾸준히 사용해보려고 합니다!,지성두피라 쉽게 기름지도 떡이되서 이것저것 여러가지 샴푸를 전전하다가 샘플 사용 기회가 있어서 우연히 사용해보고 본품 구입 하게되었습니다 일반 샴푸들에 비해 가격대는 조금 있어서 부담스러웠지만 세정력과 두피 열감을 내려주는데는 좋은 상품인 것 같아서 구입했습니다 일반 국산 샴푸는 대부분 펌핑 용기라 사용이 편리한데 펌프형이 아니라 다소 불편한 부분이 조금 아쉽네요 그래도 세정력은 좋아서 샴푸 후 상쾌한 느낌이 지속됩니다 단 건조한 편이라 트리트먼트나 린스는 필수 입니다 향도 민트향이라 시원한데 향이 지속되는지는 모르겠내요 꾸준히 사용해보려고 합니다,"지성두피라, 쉽게, 기름지, 떡이되서, 이것저것, 여러가지, 전전하다, 샘플, 기회, 있어서, 우연히, 사용해보고, 본품, 구입, 하게되었, 일반, 샴푸들, 비해, 가격대, 있어서, 부담스러웠지만, 세정력, 열감, 내려주는데, 상품인, 같아서, 구입했, 일반, 국산, 대부분, 펌핑, 용기라, 편리한데, 펌프형, 아니라, 다소, 불편한, 부분, 아쉽, 그래, 세정력, 상쾌한, 지속됩니다, 건조한, 트리트먼트나, 린스, 필수, 민트향, 시원한데, 지속되는지, 모르겠내요, 꾸준히, 사용해보려고",5,보통,2,True,315,72,1,실속 편의 탐색형,가격/구성/편의,"사용하기, 쓰고, 냄새, 않고, 드라이샴푸, 세정력, 지성, 있어서, 드라, 가루, 없어서, 재구매","용량 대비 가격, 구성 혜택, 사용 편의, 재구매 부담 감소를 전면에 배치",1,1,1,1,1,1,1,0,0,0,0,1
클로란,[지성두피 & 쿨링] 클로란 아쿠아민트 딥클렌징 쿨링 샴푸 400ml,16900,1만원대,옵션 없음,일반,"전에 올영 체험단으로 클로란 지성용 샴푸 처음 접해보고 저한테 너무 잘 맞아서 다 비우고 똑같은 샴푸를 재구매 할까 찾아보다가 두피 딥클렌징 샴푸가 있어서 구매해봤어요 저는 두피 유분이 아주 철철 넘치는 지성두피라 딥클렌징, 지성용 샴푸를 선호하는데 역시 전 클로란이 잘 맞나봐요..💙 제형은 점성이 느껴지는 젤타입이고 향은 민트인데 되게 향긋한 민트향..? 저는 뭔가 오묘하니 청량한 느낌의 민트향이라 느꼈어요! 그리고 가장 말이 많은 거품! 거품이 밀도있게 쫀쫀하고 풍성하게 나는 편은 아니에요 약산성 젤클렌저 느낌의 밀도가 거의 안느껴지는 샴푸라 풍성한 거품을 좋아하시면 클로란 샴푸 자체 거품은 만족하지 않으실거에요 그치만 두피가 너무×100 개운해서 전 거품 크게 신경 안쓰였어요 쿨링감은 개인차가 있겠지만 전 개운하다 느낄 정도의 쿨링감이였고 샴푸하고 수건으로 말리는 동안은 계속 쿨링감이 느껴졌어요 저는 더 개운하고 쿨링감을 느끼고파서 샴푸질 다 하고 10초 정도 냅뒀다가 찬물로 헹궜더니 잠이 깰 정도로 시원하더라고요💙 그리고 향이 민트향이라 유분 때문에 꿉꿉한 냄새도 없고 두피도 상쾌하게 딥클렌징 된 느낌도 들고 꽤 오랫동안 유분이 덜 올라와서 지성 두피에 너무 좋았어요! 유분으로 인한 두피 간지러움도 많이 감소했고요! 개인적으로 제품력은 다 좋았지만 아무래도 두피 클렌징 샴푸라 머릿결은 많이 건조해져요 꼭 모발엔 트리트먼트랑 에센스 잘 사용하시길❕",전에 올영 체험단으로 클로란 지성용 샴푸 처음 접해보고 저한테 너무 잘 맞아서 다 비우고 똑같은 샴푸를 재구매 할까 찾아보다가 두피 딥클렌징 샴푸가 있어서 구매해봤어요 저는 두피 유분이 아주 철철 넘치는 지성두피라 딥클렌징 지성용 샴푸를 선호하는데 역시 전 클로란이 잘 맞나봐요 제형은 점성이 느껴지는 젤타입이고 향은 민트인데 되게 향긋한 민트향 저는 뭔가 오묘하니 청량한 느낌의 민트향이라 느꼈어요 그리고 가장 말이 많은 거품 거품이 밀도있게 쫀쫀하고 풍성하게 나는 편은 아니에요 약산성 젤클렌저 느낌의 밀도가 거의 안느껴지는 샴푸라 풍성한 거품을 좋아하시면 클로란 샴푸 자체 거품은 만족하지 않으실거에요 그치만 두피가 너무 100 개운해서 전 거품 크게 신경 안쓰였어요 쿨링감은 개인차가 있겠지만 전 개운하다 느낄 정도의 쿨링감이였고 샴푸하고 수건으로 말리는 동안은 계속 쿨링감이 느껴졌어요 저는 더 개운하고 쿨링감을 느끼고파서 샴푸질 다 하고 10초 정도 냅뒀다가 찬물로 헹궜더니 잠이 깰 정도로 시원하더라고요 그리고 향이 민트향이라 유분 때문에 꿉꿉한 냄새도 없고 두피도 상쾌하게 딥클렌징 된 느낌도 들고 꽤 오랫동안 유분이 덜 올라와서 지성 두피에 너무 좋았어요 유분으로 인한 두피 간지러움도 많이 감소했고요 개인적으로 제품력은 다 좋았지만 아무래도 두피 클렌징 샴푸라 머릿결은 많이 건조해져요 꼭 모발엔 트리트먼트랑 에센스 잘 사용하시길,"체험단, 클로란, 지성용, 접해보고, 저한테, 맞아서, 비우고, 똑같, 재구매, 할까, 찾아보다, 딥클렌징, 있어서, 구매해봤, 유분, 철철, 넘치, 지성두피라, 딥클렌징, 지성용, 선호하, 역시, 클로란, 맞나봐요, 제형, 점성, 느껴지, 젤타입이고, 민트인데, 되게, 향긋한, 민트향, 오묘하니, 청량한, 민트향, 느꼈, 가장, 거품, 거품, 밀도있게, 쫀쫀, 풍성하게, 아니에요, 약산성, 젤클렌저, 안느껴지, 샴푸라, 풍성한, 거품, 좋아하시면, 클로란, 자체, 거품, 만족하지, 않으실거에요, 그치만, 개운해서, 거품, 크게, 신경, 안쓰였, 개인차, 있겠지만, 개운하다, 느낄, 쿨링감이였고, 수건, 말리, 동안, 느껴졌, 개운, 느끼고파서, 샴푸질, 10초, 냅뒀다, 찬물, 헹궜더니, 시원하더라, 민트향, 유분, 때문, 꿉꿉한, 냄새, 없고, 상쾌하게, 딥클렌징, 들고, 오랫동안, 유분, 올라와서, 지성, 좋았, 유분, 인한, 간지러움, 감소했, 개인적, 제품력, 좋았지만, 아무래, 클렌징, 샴푸라, 머릿결, 건조해져요, 모발엔, 트리트먼트랑, 에센스, 사용하시길",5,보통,2,True,711,171,2,세정감 꼼꼼 확인형,세정/거품,"거품, 세정력, 풍성하게, 샴푸바, 나고, 나서, 풍성, 생각, 좋았, 세정, 오래, 꾸준히",풍성한 거품·세정력·감은 뒤 머릿결을 실제 사용 장면으로 보여주기,1,1,1,1,1,1,0,0,0,0,0,1
클로란,[지성두피 & 쿨링] 클로란 아쿠아민트 딥클렌징 쿨링 샴푸 400ml,16900,1만원대,옵션 없음,단품,다 좋은데 거품이 많이 안 나서 아쉬웠어요 깨끗해지는 느낌이 조금 덜 한 기분..,다 좋은데 거품이 많이 안 나서 아쉬웠어요 깨끗해지는 느낌이 조금 덜 한 기분,"좋은데, 거품, 나서, 아쉬웠, 깨끗해지, 기분",5,보통,2,True,45,13,2,세정감 꼼꼼 확인형,세정/거품,"거품, 세정력, 풍성하게, 샴푸바, 나고, 나서, 풍성, 생각, 좋았, 세정, 오래, 꾸준히",풍성한 거품·세정력·감은 뒤 머릿결을 실제 사용 장면으로 보여주기,1,0,0,0,0,0,0,0,0,0,0,0
클로란,[지성두피 & 쿨링] 클로란 아쿠아민트 딥클렌징 쿨링 샴푸 400ml,16900,1만원대,옵션 없음,단품,정수리 기름제거에 굿~!! 거품양 적지만 기름은 확실히 제거~! 사용후 상쾌하고 깔끔해요~ 지성두피면 사용하기 좋아요~ 저는 정수리에만 사용하고 나머지는 일반 샴푸사용해요 건조할수 있으니 트리트먼트 필수로 해주세요~!,정수리 기름제거에 굿 거품양 적지만 기름은 확실히 제거 사용후 상쾌하고 깔끔해요 지성두피면 사용하기 좋아요 저는 정수리에만 사용하고 나머지는 일반 샴푸사용해요 건조할수 있으니 트리트먼트 필수로 해주세요,"정수리, 기름제거, 거품양, 적지만, 기름, 확실히, 제거, 사용후, 상쾌, 깔끔, 지성두피면, 사용하기, 정수리에만, 나머지, 일반, 샴푸사용, 건조할수, 있으니, 트리트먼트, 필수, 해주세요",5,보통,2,True,121,25,1,실속 편의 탐색형,가격/구성/편의,"사용하기, 쓰고, 냄새, 않고, 드라이샴푸, 세정력, 지성, 있어서, 드라, 가루, 없어서, 재구매","용량 대비 가격, 구성 혜택, 사용 편의, 재구매 부담 감소를 전면에 배치",1,1,1,0,1,1,0,0,0,0,0,1
라보에이치,[청량감MAX] 라보에이치 쿨링&노세범샴푸 333ML 기획(+50ML 증정) 탈모증상완화,14900,1만원대,옵션 없음,"기획, 신상",제가 머리는 맨날 감는데 지성 두피라서 조금만 안감거나 샴푸가 안맞으면 비듬이 생기더라구요. 그래서 늘 헤드앤숄더 제품만 쓰다가 질려기지고 이번에 라보에이치 샴푸를 사봤어요! 50ml 여행용까지 주니까 딱이구요~ 샴푸는 배송 오늘 받자마자 써봤는데 샴푸 안에 알갱이 같은게 들어 있어서 신기했어요. 보통 이런 지성두피 샴푸는 거품 많이 안나는데 이 제품은 머리 감아보니 거품도 잘나고 청량감 있다길래 뭐지 싶었는데 머리감을때 느껴져요! 탈모 효과는 이제 처음 써본거라 잘 모르겠어서 1달 뒤 후기에 다시 써야할 것 같습니다.,제가 머리는 맨날 감는데 지성 두피라서 조금만 안감거나 샴푸가 안맞으면 비듬이 생기더라구요 그래서 늘 헤드앤숄더 제품만 쓰다가 질려기지고 이번에 라보에이치 샴푸를 사봤어요 50ml 여행용까지 주니까 딱이구요 샴푸는 배송 오늘 받자마자 써봤는데 샴푸 안에 알갱이 같은게 들어 있어서 신기했어요 보통 이런 지성두피 샴푸는 거품 많이 안나는데 이 제품은 머리 감아보니 거품도 잘나고 청량감 있다길래 뭐지 싶었는데 머리감을때 느껴져요 탈모 효과는 이제 처음 써본거라 잘 모르겠어서 1달 뒤 후기에 다시 써야할 것 같습니다,"맨날, 지성, 조금만, 안감거나, 안맞으면, 비듬, 생기, 헤드앤숄더, 제품만, 쓰다, 질려기지고, 라보에이치, 사봤, 50ml, 여행용, 주니까, 배송, 오늘, 받자마자, 써봤, 알갱, 같은게, 들어, 있어서, 신기, 보통, 이런, 지성두피, 거품, 안나, 감아보니, 거품, 잘나고, 청량감, 있다길래, 뭐지, 싶었, 머리감을때, 느껴져요, 탈모, 이제, 써본거라, 모르겠어서, 1달, 후기, 써야할",5,매우 높음,4,True,293,71,2,세정감 꼼꼼 확인형,세정/거품,"거품, 세정력, 풍성하게, 샴푸바, 나고, 나서, 풍성, 생각, 좋았, 세정, 오래, 꾸준히",풍성한 거품·세정력·감은 뒤 머릿결을 실제 사용 장면으로 보여주기,1,0,1,0,1,0,0,0,0,0,0,0
라보에이치,[청량감MAX] 라보에이치 쿨링&노세범샴푸 333ML 기획(+50ML 증정) 탈모증상완화,14900,1만원대,옵션 없음,"기획, 증정","지독한 지성 두피라 여름철만 되면 정수리에 땀과 기름기가 넘쳐나서 고민하다가 올리브영 기획 세트로 구매했어요! 본품 333ml에 휴대용 50ml가 추가로 들어있어서 헬스장이나 여행용으로 들고 다니기 딱 좋습니다. 머리를 감을 때 페퍼민트와 멘톨의 강력한 쿨링감이 두피에 즉각적으로 퍼지면서 열감이 싹 가라앉고 청량함이 최고예요. 젤 제형인데도 거품이 엄청 쫀쫀하고 풍성하게 잘 나서 두피 구석구석 쌓인 피지와 유분을 개운하게 딥클렌징 해줍니다. 감고 나면 뻣뻣함 없이 두피가 아주 산뜻하고 보송해지는데, 퇴근 시간까지 머리가 떡지지 않고 냄새 없이 가볍게 유지되어서 대만족이에요. 오후만 되면 머리가 무거워지거나 정수리 냄새로 고민하는 지성 두피 분들께 여름 필수 샴푸로 강력 추천합니다!",지독한 지성 두피라 여름철만 되면 정수리에 땀과 기름기가 넘쳐나서 고민하다가 올리브영 기획 세트로 구매했어요 본품 333ml에 휴대용 50ml가 추가로 들어있어서 헬스장이나 여행용으로 들고 다니기 딱 좋습니다 머리를 감을 때 페퍼민트와 멘톨의 강력한 쿨링감이 두피에 즉각적으로 퍼지면서 열감이 싹 가라앉고 청량함이 최고예요 젤 제형인데도 거품이 엄청 쫀쫀하고 풍성하게 잘 나서 두피 구석구석 쌓인 피지와 유분을 개운하게 딥클렌징 해줍니다 감고 나면 뻣뻣함 없이 두피가 아주 산뜻하고 보송해지는데 퇴근 시간까지 머리가 떡지지 않고 냄새 없이 가볍게 유지되어서 대만족이에요 오후만 되면 머리가 무거워지거나 정수리 냄새로 고민하는 지성 두피 분들께 여름 필수 샴푸로 강력 추천합니다,"지독한, 지성, 두피라, 여름철만, 되면, 정수리, 기름기, 넘쳐나서, 고민하다, 기획, 세트, 본품, 333ml, 휴대용, 50ml, 추가, 들어있어서, 헬스장이나, 여행용, 들고, 다니기, 페퍼민트, 멘톨, 강력한, 즉각적, 퍼지면서, 열감, 가라앉고, 청량함, 최고예요, 제형인데, 거품, 쫀쫀, 풍성하게, 나서, 구석구석, 쌓인, 피지, 유분, 개운하게, 딥클렌징, 해줍니다, 감고, 나면, 뻣뻣함, 산뜻, 보송해지, 퇴근, 시간, 떡지지, 않고, 냄새, 가볍게, 유지되어서, 대만족이에요, 오후만, 되면, 무거워지거나, 정수리, 냄새, 고민하, 지성, 분들께, 여름, 필수, 강력",5,매우 높음,4,True,385,90,1,실속 편의 탐색형,가격/구성/편의,"사용하기, 쓰고, 냄새, 않고, 드라이샴푸, 세정력, 지성, 있어서, 드라, 가루, 없어서, 재구매","용량 대비 가격, 구성 혜택, 사용 편의, 재구매 부담 감소를 전면에 배치",1,1,1,1,1,0,1,1,0,0,0,1
라보에이치,[청량감MAX] 라보에이치 쿨링&노세범샴푸 333ML 기획(+50ML 증정) 탈모증상완화,14900,1만원대,옵션 없음,"기획, 신상",(사진은 본품이 아니고 증정품입니다) 화한 민트향에 스크럽(?) 알갱이 들어있어서 시원해요. 기름 좔좔 지성이라서 웬만한 샴푸로는 저녁에 머리 감으면 아침에 다시 감아야 하는데 얘는 아니예요 한번 감으면 하루종일 보송하게 유지되는 기분이라서 밖에서 기름기 신경도 덜쓰게 되고 좋아요! 특히 학생분들 직장인분들 지성이시면 진짜 강추입니다.. 저는 자취방에서 쓰다가 본가와서 하나 새로 또 샀어요.,사진은 본품이 아니고 증정품입니다 화한 민트향에 스크럽 알갱이 들어있어서 시원해요 기름 좔좔 지성이라서 웬만한 샴푸로는 저녁에 머리 감으면 아침에 다시 감아야 하는데 얘는 아니예요 한번 감으면 하루종일 보송하게 유지되는 기분이라서 밖에서 기름기 신경도 덜쓰게 되고 좋아요 특히 학생분들 직장인분들 지성이시면 진짜 강추입니다 저는 자취방에서 쓰다가 본가와서 하나 새로 또 샀어요,"사진, 본품, 아니고, 증정품, 화한, 민트향, 스크럽, 알갱, 들어있어서, 기름, 좔좔, 지성, 웬만한, 저녁, 감으면, 아침, 감아야, 아니예요, 한번, 감으면, 하루종일, 보송하게, 유지되, 기분, 기름기, 신경, 덜쓰게, 되고, 특히, 학생분들, 직장인분들, 지성이시면, 강추, 자취방, 쓰다, 본가와서, 하나",5,매우 높음,4,True,220,50,3,두피 컨디션 관리형,두피/유분,"시원한, 머리카락, 이거, 거품, 탈모, 아베다, 하나, 쿨링샴푸, 후기, 분들, 사용하기, 나와서",두피 편안함·유분 케어·세정감을 기능적 근거와 함께 제시,1,0,1,1,1,0,1,0,1,0,0,0
라보에이치,[청량감MAX] 라보에이치 쿨링&노세범샴푸 333ML 기획(+50ML 증정) 탈모증상완화,14900,1만원대,옵션 없음,"기획, 증정",쏘쏘허게 사용하기 괜춘해용~~ 시원한 느낌도 있는 것 같아요,쏘쏘허게 사용하기 괜춘해용 시원한 느낌도 있는 것 같아요,"쏘쏘허게, 사용하기, 괜춘해용, 시원한",4,매우 높음,4,False,33,8,3,두피 컨디션 관리형,두피/유분,"시원한, 머리카락, 이거, 거품, 탈모, 아베다, 하나, 쿨링샴푸, 후기, 분들, 사용하기, 나와서",두피 편안함·유분 케어·세정감을 기능적 근거와 함께 제시,1,0,1,0,0,0,0,0,0,0,0,0
